104company - 104company
area,Company,Industry,Capital,Employee_Count
台北市中山區,互助營造股份有限公司,土木工程業,2160000000,700
台北市松山區,富邦人壽保險股份有限公司_東陽通訊處(王嘉珍)(核准文號110A01號),人身保險業,110831140000,27653
台北市大安區,L'HERBOFLORE(蕾舒翠)_霈方國際股份有限公司大安營業處,藥品／化妝品及清潔用品零售業,220000000,500
新北市新莊區,品翔電通股份有限公司,塑膠製品製造業,200000000,2000
台北市松山區,富邦人壽保險股份有限公司_邦躍通訊處(蔡秀珠)核准文號110A01號,人身保險業,110831140000,27653
新北市新店區,台灣三條股份有限公司,其他機械製造修配業,78000000,500
台北市中山區,佐丹奴 GIORDANO_香港商捷時海外貿易有限公司台灣分公司,鞋類／布類／服飾品批發業,5000000,1000
台北市內湖區,21風味館_二十一世紀生活事業股份有限公司,其他餐飲業,100000000,500
台北市松山區,台灣虎航股份有限公司,民航,2000000000,700
台北市松山區,富邦人壽保險股份有限公司_高福通訊處(王靜芝)(核准文號110A01號),人身保險業,110831140000,27653
台北市大安區,國泰人壽保險股份有限公司_展業信義通訊處(王逸雅),人身保險業,100000000000,30000
新北市三重區,宏凱鞋業股份有限公司,鞋類製造業,120000000,3000
台北市松山區,富邦人壽_富驥通訊處(核准文號：110A01號),人身保險業,110831140000,27653
台北市士林區,VTeam Financial Technology Service Corp._天逸財金科技服務股份有限公司,電腦軟體服務業,28480000,500
台北市中山區,仕維生股份有限公司,餐館業,0,600
台北市松山區,合作金庫商業銀行股份有限公司,銀行業,35000000000,8000
台北市北投區,和碩集團_和碩聯合科技股份有限公司,電腦及其週邊設備製造業,22000000000,6000
台北市信義區,遠雄人壽保險事業股份有限公司(總公司),人身保險業,12400000000,850
台北市信義區,撈王鍋物料理_英屬開曼群島商撈王餐飲國際股份有限公司台灣分公司,餐館業,120000000,2000
台北市松山區,富邦人壽保險股份有限公司_高福通訊處(李佩娟)(核准文號110A01號),人身保險業,110831140000,27653
台北市信義區,巨懋企業有限公司,綜合商品批發代理業,300000000,500
新北市新莊區,福哥興業股份有限公司,其他電子零組件相關業,120000000,1600
台北市中山區,新光人壽保險股份有限公司_仰德通訊處(蔡沛潔),人身保險業,62370000000,10860
台北市松山區,富邦人壽保險股份有限公司_中雅通訊處(康淑玲)(核准文號110A01號),人身保險業,110831140000,27653
台北市中正區,永豐餘消費品實業股份有限公司,紙相關製造業,2400000000,700
新北市土城區,學成保全股份有限公司,保全樓管相關業,50000000,600
台北市內湖區,大都會汽車客運股份有限公司,汽車客運業,1000000000,1450
台北市大安區,法國LVMH集團香水化粧品事業部_香港商法華香水化粧品有限公司台灣分公司,百貨相關業,0,650
台北市松山區,富邦人壽保險股份有限公司_竹峰通訊處(戴良佑)(核准文號:110A01號),人身保險業,110831140000,27653
台北市中山區,晶華國際酒店集團_晶華國際酒店股份有限公司,旅館業,1200000000,1200
台北市萬華區,薩摩亞商尚赫日用品有限公司台灣分公司,傳直銷相關業,0,1000
台北市中正區,芳茂企業股份有限公司,食品什貨零售業,10000000,500
台北市中山區,台灣保全股份有限公司,保全樓管相關業,500000000,1000
台北市松山區,久益股份有限公司,汽機車及其零配件用品／批發業,65000000,550
台北市中山區,"SILICON LABORATORIES ASIA PACIFIC, LIMITED_香港商芯科實驗室亞太有限公司台灣分公司",IC設計相關業,15000000000,1500
台北市內湖區,香港商安馨股份有限公司台灣分公司,其他醫療保健服務業,0,540
台北市文山區,全國加油站股份有限公司,燃料零售業,3700000000,2500
台北市松山區,富邦人壽保險股份有限公司_富合蘆竹通訊處(李沛瑾)(核准文號110A01號),人身保險業,110831140000,27653
新北市中和區,衛生福利部雙和醫院(委託臺北醫學大學興建經營),醫院,0,2890
台北市中山區,華泰大飯店企業股份有限公司,旅館業,296080000,700
台北市松山區,富邦人壽保險股份有限公司_高褔通訊處(許芳瑞)(核准文號:110A01號),人身保險業,110831140000,27653
台北市大安區,NU derma(新德曼)_霈方國際股份有限公司大直營業處,藥品／化妝品及清潔用品零售業,220000000,500
台北市松山區,富邦人壽保險股份有限公司_富麗通訊處（核准文號110A01),人身保險業,110831140000,27653
台北市士林區,財團法人創世社會福利基金會,社會福利服務業,30000000,530
台北市松山區,富邦人壽保險股份有限公司_南鯨通訊處(胡志蘭)(核准文號110A01號),人身保險業,110831140000,27653
台北市大同區,永達保險經紀人股份有限公司_北四之3通訊處(廖素蘭)(永核字第1100103號),人身保險業,982000000,2000
台北市松山區,富邦人壽保險股份有限公司_南瓜通訊處(周非凡)(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_富晉通訊處(李凱翔)(核准文號110A01號),人身保險業,110831140000,27653
台北市大安區,永慶房產集團_永慶房屋仲介股份有限公司,不動產經營業,300000000,3000
台北市松山區,富邦人壽保險股份有限公司_屏岳通訊處（核准文號110A01號）,人身保險業,110831140000,27653
台北市信義區,台北君悅酒店/凱悅/GRAND HYATT TAIPEI_豐隆大飯店股份有限公司,旅館業,1900000000,1000
新北市汐止區,立端科技股份有限公司,電腦及其週邊設備製造業,982000000,750
台北市中山區,多太股份有限公司,紡織成衣業,10000000,1000
台北市信義區,Starbucks _悠旅生活事業股份有限公司,飲料店業,500000000,5400
台北市內湖區,台灣大昌華嘉股份有限公司,其他醫療保健服務業,13000000,1500
新北市中和區,英屬維京群島商動利科技股份有限公司台灣分公司,消費性電子產品製造業,237030000,1300
台北市大同區,沛華實業股份有限公司,貨運承攬業,35000000,1300
台北市文山區,國立政治大學_商學院經營管理碩士學程,其他教育服務業,100000000,1500
新北市新店區,漢唐集成股份有限公司,電力機械器材製造修配業,1800000000,700
新北市板橋區,新光人壽保險股份有限公司_板富通訊處(劉南宏先生),人身保險業,62370000000,10860
新北市中和區,香港商佳特透析服務股份有限公司台灣分公司,其他醫療保健服務業,637500000,700
台北市中山區,某證券股份有限公司,銀行業,10700000000,1800
台北市信義區,"新加坡商凱捷管理顧問股份有限公司台灣分公司_Capgemini Asia Pacific Pte. Ltd., Taiwan Branch",電腦系統整合服務業,10600000000,270000
台北市大安區,聯豪保險代理人股份有限公司_總公司,人身保險業,16000000,500
台北市中山區,某國際商業銀行股份有限公司,銀行業,11200000000,1600
台北市中山區,日盛金融控股股份有限公司,金融控股業,30900000000,3500
台北市松山區,中華開發金融控股股份有限公司(凱基證券)(凱基銀行),金融控股業,149700000000,6970
台北市松山區,富邦人壽保險股份有限公司_富強通訊處(蕭慧姍)(核准文號110A01號),人身保險業,110831140000,27653
新北市中和區,翌勝電子股份有限公司,其他電子零組件相關業,160000000,1000
台北市松山區,富邦人壽保險股份有限公司_南赫通訊處(張耀謄)(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_富運通訊處(劉若馡)(核准文號110A01號),人身保險業,110831140000,27653
台北市中山區,富邦人壽保險股份有限公司_富宅通訊處(翁健智)(核准文號110A01號),人身保險業,110831140000,27653
新北市汐止區,聯合報股份有限公司,其他出版業,0,2295
新北市汐止區,龍巖股份有限公司,殯葬服務業,4200000000,580
台北市中山區,第一金證券股份有限公司,證券及期貨業,6150000000,730
台北市內湖區,TVBS_聯利媒體股份有限公司,電視業,900000000,1200
台北市南港區,匯豐汽車股份有限公司,汽車及其零件製造業,3200000000,2850
台北市中山區,富邦人壽_富朝通訊處(陳京萱主任)(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽_富碁通訊處(林鳳君)-(核准文號110A01號),人身保險業,110831140000,27653
台北市信義區,康那香企業股份有限公司,藥品／化妝品及清潔用品零售業,1953620000,745
台北市士林區,新光醫院_新光醫療財團法人新光吳火獅紀念醫院,醫院,0,2300
台北市信義區,網訊電通股份有限公司,網際網路相關業,250000000,2000
台北市松山區,富邦人壽保險股份有限公司_中禾通訊處(核准文號110A01號)(張美惠),人身保險業,110831140000,27653
台北市大安區,林同棪工程顧問股份有限公司,其他專業／科學及技術業,335000000,580
台北市中山區,達和環保服務股份有限公司,環境衛生及污染防治服務業,63520000,500
台北市信義區,聖格蕾斯國際有限公司,服飾品製造業,30000000,600
台北市松山區,富邦人壽保險股份有限公司_富運通訊處(許戎賦)(核准文號110A01號),人身保險業,110831140000,27653
台北市北投區,法商家樂福總公司_家福股份有限公司,量販流通相關業,0,12000
台北市大安區,台灣資生堂股份有限公司,藥品／化妝品及清潔用品零售業,1100000000,2600
新北市蘆洲區,國都汽車股份有限公司蘆洲分公司,汽機車及其零配件用品／批發業,876000000,1600
台北市松山區,富邦人壽保險股份有限公司_彰泰通訊處(張淑青)(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_南才通訊處(宋美嬌)(核准文號110A01號),人身保險業,110831140000,27653
新北市瑞芳區,新光人壽保險股份有限公司_瑞芳收費處(黃政道),人身保險業,62376000000,10860
台北市中山區,優冕有限公司,綜合商品批發代理業,10000000,800
台北市大安區,財團法人國家實驗研究院,政府／民意機關,0,1500
台北市松山區,富邦人壽保險股份有限公司_富綵通訊處(劉潁緁)(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_富略通訊處(洪雲卿)(核准文號110A01號),人身保險業,110831140000,27653
新北市深坑區,金寶電子工業股份有限公司,消費性電子產品製造業,14582330000,11352
台北市松山區,104獵才顧問,人力仲介代徵,331230000,820
台北市內湖區,凱擘股份有限公司,多媒體相關業,0,1150
台北市文山區,國泰人壽保險股份有限公司_展業景美通訊處(羅淳敏)(認證編號20210106FD4002),人身保險業,100000000000,30000
台北市中山區,弘銘科技有限公司,其他教育服務業,0,500
台北市中山區,山林水環境工程股份有限公司,環境衛生及污染防治服務業,1600000000,500
台北市信義區,楷勵醫藥有限公司,其他醫療保健服務業,150000000,500
台北市信義區,台灣中油股份有限公司,燃料零售業,130100000000,15000
台北市南港區,品固企業股份有限公司,其他電子零組件相關業,126000000,500
台北市中山區,大同綜合訊電股份有限公司,家庭電器／設備及用品零售業,0,1100
台北市南港區,Verizon Media(Yahoo)_香港商雅虎資訊股份有限公司,網際網路相關業,91000000,1400
台北市中山區,美商安邁科技股份有限公司台灣分公司,電腦軟體服務業,130000000,620
新北市中和區,德利威電子股份有限公司,消費性電子產品製造業,150000000,650
台北市信義區,新光人壽保險股份有限公司_大安通訊處(廖柏凱)(核准編號:B-AV-109-242),人身保險業,62370000000,10860
台北市信義區,富邦人壽保險股份有限公司_富運通訊處(楊以寧)(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_嘉大通訊處(鄭狄晟)(核準文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_富金三峽通訊處(藍國琛)(核准文號110A01號),人身保險業,110831140000,27653
台北市信義區,(總公司)南山人壽保險股份有限公司,人身保險業,150000000000,4000
台北市信義區,東宜資訊股份有限公司,人力派遣服務,100000000,700
台北市松山區,富邦人壽保險股份有限公司_富餘通訊處(郭快美)(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_高格通訊處(蕭格)((核准文號110A01號)),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_富學通訊處(李慶鴻)(核准文號110A01號),人身保險業,110831140000,27653
台北市大安區,新加坡商安穩特有限公司台灣分公司,電腦系統整合服務業,5000000,600
台北市中山區,國泰人壽保險股份有限公司_專招輝陽通訊處(章維恩),人身保險業,100000000000,30000
新北市板橋區,誼光保全股份有限公司,保全樓管相關業,600000000,3615
台北市中正區,中華紙漿股份有限公司,紙相關製造業,11000000000,1900
台北市內湖區,Cypress Semiconductor_新加坡商賽普拉斯半導體股份有限公司台灣分公司,半導體製造業,0,8000
台北市中山區,全家國際餐飲股份有限公司,餐館業,300000000,1000
台北市中正區,台灣胸腔暨重症加護醫學會,其他組織,0,1200
台北市南港區,中信金控_台灣人壽保險股份有限公司,人身保險業,54000000000,2000
台北市松山區,富邦人壽保險股份有限公司_富運通訊處(黃如玉)(核准文號110A01號),人身保險業,110831140000,27653
台北市內湖區,開元食品工業股份有限公司,其他食品製造業,600000000,1000
新北市新店區,芊和企業股份有限公司,其他電子零組件相關業,6000000,700
新北市新店區,康橋國際學校_康橋學校財團法人,中學教育事業,3800000000,800
台北市南港區,品佳股份有限公司,半導體製造業,2300000000,700
台北市南港區,新加坡商安富利股份有限公司台灣分公司,其他半導體相關業,0,900
台北市松山區,西華大飯店股份有限公司,旅館業,1500000000,500
台北市內湖區,中嘉數位股份有限公司,網際網路相關業,450000000,1300
新北市樹林區,信易電熱機械股份有限公司,通用機械設備製造修配業,200000000,1000
新北市新店區,大朋電子工業股份有限公司,其他電子零組件相關業,300000000,3000
台北市北投區,英華智國際有限公司,其他電子零組件相關業,60000000,600
台北市大安區,達欣工程股份有限公司,建築工程業,2663000000,550
台北市信義區,台灣中美冠科生物技術股份有限公司,生化科技研發業,1400000000,800
台北市中山區,台灣電容器製造廠股份有限公司,其他電子零組件相關業,473800000,500
台北市士林區,德律科技股份有限公司,電腦及其週邊設備製造業,2360000000,750
新北市淡水區,志豐電子股份有限公司,其他電子零組件相關業,518220000,1500
新北市新莊區,皇家侍衛保全股份有限公司,保全樓管相關業,40000000,600
新北市三重區,龍璟興業股份有限公司,綜合商品批發代理業,100000000,2550
台北市松山區,富邦人壽保險股份有限公司_富學一通訊處(廖廷瑜)(核准文號110A01號),人身保險業,110831140000,27653
台北市中山區,長春人造樹脂廠股份有限公司,化學原料製造業,3370000000,4000
台北市信義區,金上晉科技股份有限公司,金屬表面處理及熱處理業,215000000,900
台北市南港區,遠雄人壽保險事業股份有限公司_盟珍通訊處(林盟珍),人身保險業,12500000000,7500
台北市內湖區,"大江生醫股份有限公司(TCI CO., Ltd)",生化科技研發業,1187000000,1000
台北市大同區,聯華食品工業股份有限公司,其他食品製造業,1322000000,2000
台北市中山區,齊裕營造股份有限公司,建築工程業,550000000,500
台北市松山區,富邦人壽保險股份有限公司_富展通訊處(林忠賢經理)(核准文號:110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_彰于通訊處(黃健華)(核准文號110A01號),人身保險業,110831140000,27653
新北市土城區,安費諾亮泰企業股份有限公司,其他電子零組件相關業,165000000,700
台北市大安區,富邦人壽_富田通訊處(核准文號110A01號),人身保險業,110831140000,27653
新北市汐止區,緯創資通股份有限公司,電腦及其週邊設備製造業,27700000000,80000
台北市大安區,泰興工程顧問股份有限公司,建築及工程技術服務業,150000000,600
新北市板橋區,材霈有限公司,人力派遣服務,5000000,600
台北市內湖區,淳安電子股份有限公司,電腦及其週邊設備製造業,1481030000,1200
台北市大同區,沛榮國際股份有限公司,貨運承攬業,25000000,1300
台北市松山區,富邦人壽保險股份有限公司_中銜通訊處(邱翊綸)(核準文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_南嘉通訊處(彭士軒)(核准文號109A01號),人身保險業,110831140000,27825
台北市南港區,震興實業股份有限公司,傢俱及裝設品表面塗裝業,211050000,8000
台北市信義區,素踴饌健康股份有限公司,其他商品批發業,15000000,500
新北市三峽區,行天宮醫療志業醫療財團法人恩主公醫院,醫院,0,1250
台北市內湖區,STMicroelectronics_香港商意法半導體股份有限公司台灣分公司,半導體製造業,0,43000
台北市中正區,東吳大學_電子計算機中心,大專校院教育事業,0,1000
新北市中和區,金箭集團_金箭印刷科技股份有限公司,加工紙製造業,0,3000
台北市中山區,台灣日立江森自控股份有限公司,消費性電子產品製造業,2300000000,2000
台北市大同區,西北保全股份有限公司,保全樓管相關業,40000000,500
新北市樹林區,嘉聯益科技股份有限公司,印刷電路板製造業(PCB),6000000000,2200
台北市松山區,富邦人壽保險股份有限公司_中奕通訊處(傅進孟)(核准文號110A01號),人身保險業,110831140000,27653
台北市內湖區,英屬蓋曼群島商譜瑞科技股份有限公司台灣分公司,IC設計相關業,820000000,600
台北市中山區,伯朗咖啡股份有限公司,飲料店業,250000000,500
台北市松山區,富邦人壽_富開通訊處(核准文號109A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_南赫通訊處(徐信帛) (核准文號110A01號),人身保險業,110831140000,27653
新北市汐止區,帛漢股份有限公司,其他電子零組件相關業,610980000,700
台北市松山區,富邦人壽保險股份有限公司_富學二通訊處(丑躍鏞)(核准文號110A01號),人身保險業,110831140000,27825
台北市中山區,國票綜合證券股份有限公司,證券及期貨業,7500000000,1056
台北市信義區,三商電腦股份有限公司,電腦軟體服務業,1900000000,708
台北市松山區,富邦人壽保險股份有限公司_竹佑一通訊處(郭鴻美)(核准文號110A01號),人身保險業,110831140000,27653
新北市五股區,義鋼實業股份有限公司,紡織成衣業,61000000,1200
台北市中山區,鼎大股份有限公司,紡織成衣業,150000000,2000
台北市大安區,義美食品股份有限公司,食品什貨零售業,2000000000,1500
台北市松山區,富邦人壽保險股份有限公司_桃暘通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_富派通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,北軒餐飲集團 TGI Fridays Taiwan_星期五股份有限公司,餐館業,160000000,700
台北市內湖區,台灣天虹時尚創意產業有限公司,紡織成衣業,5000000,8000
台北市中山區,國泰人壽保險股份有限公司_專招萬和通訊處(林佾萱),人身保險業,100000000000,30000
台北市中山區,社團法人中國青年救國團,旅遊服務業,0,850
台北市內湖區,盈太企業股份有限公司,金屬家具及裝設品製造業,0,5000
台北市松山區,Luxasia Taiwan_盧亞股份有限公司,藥品／化妝品及清潔用品零售業,115000000,2200
台北市中正區,乾杯股份有限公司,其他餐飲業,200000000,1200
台北市中正區,台北喜來登飯店_寒舍艾美酒店_礁溪寒沐酒店_寒舍餐旅管理顧問股份有限公司,旅館業,2000000000,1800
台北市松山區,富邦人壽_投冠通訊處(林秉承)(核准文號110A01號),人身保險業,110831140000,27653
新北市樹林區,龍生工業股份有限公司,電腦及其週邊設備製造業,92000000,1300
台北市松山區,富邦人壽保險股份有限公司_中通通訊處(連坤烘)(核淮文號110A01號),人身保險業,110831140000,27653
新北市汐止區,耕興股份有限公司,工商顧問服務業,913440000,600
台北市內湖區,II-VI Taiwan_台灣貳陸有限公司,半導體製造業,45000000000,10000
台北市松山區,富邦人壽保險股份有限公司_邦馳通訊處(李慈儀)(核准文號109A01號),人身保險業,110831140000,27825
台北市松山區,洋得有限公司,鞋類／布類／服飾品批發業,20000000,2000
台北市南港區,Skylark加州風洋食館/古拉爵_雲雀國際股份有限公司,餐館業,150000000,1900
新北市汐止區,樺晟科技股份有限公司,其他電子零組件相關業,100000000,2500
台北市松山區,富邦人壽保險股份有限公司_富贊通訊處(謝麗娟)(核准文號110A01),人身保險業,110831140000,27653
台北市南港區,巨路國際股份有限公司,電腦系統整合服務業,1068000000,600
台北市中山區,磊山保險經紀人股份有限公司,人身保險業,40000000,1300
台北市松山區,台塑_臺灣塑膠工業股份有限公司,塑膠製品製造業,640600000000,106710
新北市樹林區,志航科技股份有限公司,電腦系統整合服務業,15000000,550
台北市松山區,富邦人壽保險股份有限公司_高登通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,新亞建設開發股份有限公司,建築工程業,365000000,570
台北市士林區,新竹物流股份有限公司,儲配／運輸物流業,2490000000,4200
台北市中山區,潤泰全球股份有限公司,織布業,9400000000,660
台北市松山區,台灣富士軟片資訊股份有限公司,電腦系統整合服務業,1200000000,800
台北市內湖區,維熹科技股份有限公司,電腦及其週邊設備製造業,1600000000,3700
台北市士林區,新瑞宅配股份有限公司,儲配／運輸物流業,100000000,920
台北市松山區,富邦人壽保險股份有限公司_高羽通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市內湖區,台大保險經紀人股份有限公司,人身保險業,50000000,1200
台北市信義區,全球人壽保險股份有限公司_總公司,人身保險業,6435000000,6000
台北市大安區,晶旺餐飲股份有限公司,餐館業,50000000,600
台北市松山區,富邦人壽保險股份有限公司_南方通訊處(吳偉銘)(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽_竹宸通訊處(闕博川)(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_嘉大通訊處(核準文號110A01號),人身保險業,110831140000,27653
新北市新店區,連騰科技股份有限公司,其他相關製造業,200000000,508
台北市大安區,臺灣永光化學工業股份有限公司,化學原料製造業,5477520000,1250
新北市汐止區,永力實業股份有限公司,其他電子零組件相關業,66000000,500
台北市大安區,丹麥商慕爾漢風能服務股份有限公司台灣分公司,電力供應業,5000000,3500
台北市大同區,錠嵂保險經紀人股份有限公司_台北南京通訊處(韓為紳),人身保險業,720000000,2200
台北市松山區,富邦人壽_富足通訊處(核准文號110A01號),人身保險業,110831140000,27653
新北市三重區,勗祥股份有限公司,其他金屬相關製造業,10000000,3000
台北市信義區,Temenos_新加坡商坦密諾斯軟件有限公司台灣分公司,電腦系統整合服務業,1000000000,5700
新北市中和區,佳必琪國際股份有限公司,電腦及其週邊設備製造業,1300000000,1200
台北市中山區,新光人壽保險股份有限公司_仰德通訊處(魯雲月)(核准文號B-AA-109-092),人身保險業,57976000000,10861
台北市松山區,富邦金融控股股份有限公司,金融控股業,115000000000,36000
台北市松山區,富邦人壽保險股份有限公司_南天通訊處(吳素珍)(核准文號110A01號),人身保險業,110831140000,27653
新北市中和區,黛安芬國際股份有限公司,鞋類／布類／服飾品零售業,352000000,1000
新北市板橋區,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,醫院,0,3200
台北市大安區,大陸工程股份有限公司,土木工程業,8232000000,800
台北市中山區,易遊網旅行社股份有限公司,旅遊服務業,228000000,500
新北市中和區,台灣優邦科技股份有限公司,其他商品批發業,300000000,500
台北市大安區,台北富邦商業銀行股份有限公司,銀行業,112300000000,6750
台北市中山區,豆府股份有限公司,餐館業,0,1800
台北市大同區,旺旺集團_宜蘭食品工業股份有限公司,糖果點心製造業,10000000,50000
台北市大安區,富邦產物保險股份有限公司,金融控股業,3178000000,2839
新北市新店區,精成科技股份有限公司,其他電子零組件相關業,5300000000,12000
台北市內湖區,日商_建興儲存科技股份有限公司,資料儲存媒體製造及複製業,0,1000
台北市中山區,三井日本料理餐廳有限公司_三井餐飲事業集團,餐館業,50000000,900
台北市大安區,富邦綜合證券股份有限公司,證券及期貨業,16600000000,2122
台北市中山區,才庫人力資源顧問股份有限公司,人力仲介代徵,100000000,6000
台北市內湖區,u-blox AG_新加坡商優北羅股份有限公司,半導體製造業,200000000,900
台北市內湖區,精誠資訊股份有限公司,電腦系統整合服務業,2670000000,2000
台北市大安區,台北遠東飯店_鼎鼎大飯店股份有限公司,旅館業,0,600
台北市大安區,台北遠東飯店_鼎鼎大飯店股份有限公司,旅館業,0,600
新北市中和區,亞旭電腦股份有限公司,通訊機械器材相關業,4800000000,2500
台北市松山區,多泰實業股份有限公司,其他電子零組件相關業,0,700
台北市松山區,錠嵂保險經紀人股份有限公司_台北營業處(申晉麗),人身保險業,12050000,2200
新北市三峽區,曼堤司新科技股份有限公司,電子通訊／電腦週邊批發業,100000000,500
台北市松山區,富邦人壽保險股份有限公司_富宣通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市大安區,盛美精密工業股份有限公司,電腦及其週邊設備製造業,0,3000
台北市信義區,OK超商_來來超商股份有限公司,量販流通相關業,1000000000,1500
台北市內湖區,仁寶電腦工業股份有限公司,電腦及其週邊設備製造業,44100000000,6500
台北市中山區,羅賓昇國際聯運股份有限公司,貨運承攬業,0,11500
新北市新店區,美商邁凌科技有限公司台灣分公司,其他半導體相關業,0,800
台北市信義區,台灣富時國際股份有限公司,其他金融及輔助業,0,5000
台北市中山區,富邦人壽_富碼通訊處(核准文號109A01號),人身保險業,110831140000,27825
新北市中和區,台灣科銳電子有限公司,半導體製造業,0,1000
新北市汐止區,LA NEW_老牛皮國際股份有限公司,鞋類／布類／服飾品零售業,890000000,1000
新北市新店區,英屬開曼群島商基勝控股股份有限公司,其他金屬相關製造業,1042610000,3000
新北市中和區,英濟股份有限公司,其他電子零組件相關業,1300000000,4000
台北市松山區,富邦人壽保險股份有限公司_富果通訊處(李建昀)(核准文號110A01號),人身保險業,110831140000,27653
台北市中山區,臺北農產運銷股份有限公司,儲配／運輸物流業,200000000,600
台北市中山區,香港商柏凱科技有限公司台灣分公司,其他電子零組件相關業,15000000,600
台北市文山區,迷客夏政大店_樂凱爾飲品店,飲料店業,0,1000
台北市松山區,富邦人壽保險股份有限公司_高渡通訊處(核准文號：110A01),人身保險業,110831140000,27653
台北市大同區,新必優資訊股份有限公司,電腦軟體服務業,200000000,1400
新北市新莊區,定緯企業股份有限公司,化學原料製造業,25000000,500
新北市中和區,"Super Micro Computer, Inc._美超微電腦股份有限公司",電腦及其週邊設備製造業,300000000,4000
台北市松山區,富邦人壽保險股份有限公司_花漾通訊處(連紹敏經理)(核准文號110A01號),人身保險業,110831140000,27653
新北市三重區,國泰人壽保險股份有限公司_專招新北通訊處(林宜群)認證編號：20200520F11004,人身保險業,100000000000,30000
台北市松山區,里仁事業股份有限公司,飲料製造業,50000000,1000
台北市松山區,富邦人壽保險股份有限公司_富嵩通訊處(核准文號109A01號),人身保險業,110831140000,27825
台北市松山區,富邦人壽_中怡通訊處(林靖佳)(核准文號110A01號),人身保險業,110831140000,27653
台北市南港區,關貿網路股份有限公司,電腦系統整合服務業,1500000000,560
台北市中山區,新安東京海上產物保險股份有限公司,產物保險業,2990000000,1300
台北市大安區,荷蘭商臺灣戴爾股份有限公司台灣分公司,電腦及其週邊設備製造業,5000000,1200
新北市汐止區,中國貨櫃運輸股份有限公司,儲配／運輸物流業,1800000000,731
台北市中正區,貳樓餐飲股份有限公司,餐館業,0,600
台北市內湖區,炎洲股份有限公司,塑膠製品製造業,6000000000,2800
台北市松山區,富邦人壽保險股份有限公司_富漾通訊處(核准文號110A01號),人身保險業,110831140000,27653
新北市中和區,香港商亞提爾有限公司台灣分公司,醫療器材製造業,5000000,500
台北市松山區,富邦人壽保險股份有限公司_富貿通訊處(黃于庭)(核准文號110A01),人身保險業,110831140000,27825
台北市中山區,全聯福利中心_全聯實業股份有限公司,量販流通相關業,3000000000,23000
新北市新莊區,展勝電業股份有限公司,其他電子零組件相關業,500000000,1200
新北市板橋區,國泰人壽保險股份有限公司_專招板泰通訊處昌仁推展處(黃鈺斌),人身保險業,100000000000,30000
台北市松山區,富邦人壽_竹佑通訊處(林昭仰)(核准文號110A01號),人身保險業,110831140000,27653
台北市中山區,國際中橡投資控股股份有限公司,橡膠製品製造業,6200000000,1800
新北市中和區,三匠科技股份有限公司,電腦及其週邊設備製造業,349800000,500
台北市松山區,國泰人壽保險股份有限公司_富凱通訊處(詹羽喬)認證編碼20200720YD1001,人身保險業,100000000000,30000
台北市松山區,富邦人壽保險股份有限公司_富安通訊處(核准文號-110A01),人身保險業,110831140000,27653
台北市南港區,遠雄人壽保險事業股份有限公司_太和通訊處(楊正宇),人身保險業,12500000000,7500
台北市松山區,ISS Facility Services_歐艾斯保全股份有限公司,保全樓管相關業,100000000,2500
台北市松山區,富邦人壽保險股份有限公司_高永通訊處(核准文號110A01號),人身保險業,0,27653
台北市內湖區,創見資訊股份有限公司,電腦及其週邊設備製造業,4300000000,1300
台北市大同區,百發實業股份有限公司,紡織成衣業,800000000,500
台北市松山區,ISS Facility Services_歐艾斯公寓大廈管理維護股份有限公司,保全樓管相關業,100000000,2500
台北市松山區,富邦人壽保險股份有限公司_高飛通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_中奕通訊處(賴宥榛)(核准文號110A01號),人身保險業,110831140000,27653
台北市南港區,遠雄人壽保險事業股份有限公司_興盛通訊處(郉益旺),人身保險業,12500000000,7500
台北市松山區,四維航業股份有限公司,海運,2792670000,1004
